label,detokenize
0,gue acak kamar twrnyata di atas kepala tolol
1,jurnalis musik tolong sopan bocah ingus tolol
1,tolol murid
1,parah tokyo ghoul cakap rusak animasi cerita tolol
1,iya plok tolol plus munafik sapa
1,tolol opini sampah
1,manusia tolol pikir laku imbas suka cita karma duka cita anak
1,tolol wkwk
1,gue nyesalin hall tolol
1,muslim larang keras ya non larang negara bela cemerlang apa salah alibi bikin lihat tolol
1,sebal menang sebal tolol
1,tolol moga lekas sembuh deh
1,child free hak anak orang tua tolol
1,minimal mandi tolol sok konvoi tukang rusuh jarang mandi jamet tidak ada otak aduh t cowok nsipkicxkb
1,anjjaay tolol nya banget market oi pikir jalin kerja olshop biark gulung tikar anjing pikir manajer enak makan gaji buta pakde anjing karyawan pusat prosfec
1,mampang kota jorok jorok ulah cebong tolol oi
1,kadrun tolol bos pikir miskin
1,kerja tolol
0,tolol mampus gue
1,cebong tolol habitat sawah sawah isi padi impor goblok nih cebong sih jokowi tolol siahok cina tolol
1,tolol mbak nge foreplay wkwk
1,alah romawi ketemu nya orang tolol makro mikro game draft pick
0,hutan jual somay ya
1,hai tolol surat mohon izin acara polisi mana mohon izin acara diajuin h dekat h acara cerita mohon izin acara diajunin tahun
1,aquarius tolol lambat bageur nya banget
1,kasih pilih bingung tolol
1,tolol nya banget
1,kayak bilang cowok pelit kang emis kerja tolol skincare habis belikan cowok
0,dengar kataa tolol
1,ya anak sekolah anjir makan ber listrik perlu anak sekolah tolol laki moga jodoh pelit rezeki sayang keluarga amin
1,tolol
1,tolol pikir anjing
1,tidak ada pic tiba tiba tolol
0,oke solved tolol
1,anyimg tolol
1,goblok tolol sih sadar salah dengar alergi fakta
1,orang tolol erti
1,ih tolol anjir emis kah
1,gue sih tolol banget
1,ngebully ngerusuh lapak blackpink fan bola tolol kumpul tukang rusuh attitude t cowok ifdpvzxx
1,surat booking stadion ya tolol surat mohon izin acara kepala polisi resor metro jakpus baca sih t cowok uvfpcpbyxw
1,bahaya banget kayak jalan orang salah kena musibah gara gara manusia tolol nan cari perhati
1,tolol ibadah subuh sekolah trz tutup kriminal intai murid guru
1,gila bayar ya hakim lugu tolol bonus acur ripublik ku
1,tolol war
1,nih salah nih jaring lambat tolol
1,tolol
1,kadrun tolol mewek
1,najis najis moga gue dijauhin laki laki bajing tolol kayak
1,kesal kang suka provok iya sih kenal impact langsung teman salah orang ucap bela sungkawa manusia tolol kayak hidup
1,iya serang sih yakuza tolol peristiwa malang antara sih yakuza kata sih yakuza arogan adab benar kandung unsur benci prihatin korban bocah cilik lepas nakal
0,be honest tipu pintar kena tipu tipu tolol gue tau sebut kena tipu
0,tolol tidak usah orang
1,akun bego bin tolol tau maksud erick musim musim ya ikut bijak kpngurusn jbt langsung tagih memang tuhan dasar akun tolol
1,wkwk tolol bangsat
1,bicara tolol bicara
1,hidup tolol wkwk
1,alterr tolol
1,mas tolol
0,oh ya wkwk tak tau tolol
1,cewek nya labil cowok nya bocah tolol
1,tolol nya
1,tolol banget anjing wkwk
1,rusa jalan tolol banget anjing
1,erti bang etik nya tolol
1,wkwk tolol
1,penasaran benar gedek banget sih billie tolol sash sabar banget heran
1,tolol fandom sih minimal cari tau house ambassador chanel
1,bilang versi cebong tolol kali cebong ngakui tengku tinggal senyum
1,bijak tolol orang tolol kader nasi adem
1,ya orang bilang alay tolol mbak tiru tiru tolol aneh
1,tolol lapang tip
1,bocah tolol
1,bijak kebijakn tolol
0,tolol banget kesal marraahh menang
1,iya tolol banget bela bela tahan antuk
1,ya fan bola bela bela goblok tolol
1,bilang cewek bang usaha tolol emis
1,tukang curi meme sih goblok tolol idiot
0,cuaca tolol sakit blok
1,anak banget cerita tolol contoh kayak
1,tau kak saudara lewat tolol tidak mau buka saudara habis tipu
1,hijau tolol head latih xd monyet besok olympic harap gold medal sistem bobrok kecewa on
1,tolol minimal sekolah sipaling amat
1,banding buat tolol uji akhir semester peduli umat
1,tidak mau monopoli mabuk etik coba lihat kakao artis yet bilang monopoli hybe puncak komedi banget nih sih merah muda bloods tolol nya abis heran gue
1,hati hati haji tolol main t cowok lzsutdeky
1,ya bicara disertain bukti bang biar tolol keliahatan banget
1,ih wkwk tak tau canda sih tolol by the way baikin deh ketikalo pusing gue baca nya orang tolol
1,kadrunista tolol banget ambil hadiah wan aibon t cowok nqchsls
1,gubernur aparatur sipil negara di sana masuk jam pagi atur tolol
1,tolol berita gas
1,woi tolol untung modal cebong tolol pikir jebak kereta cina ampeh puluh triliun otak puja jokowi goblok goblok pemuha jokowi
1,tolol maaf kasar
1,tampil daftar tolol hubung topik bodoh t cowok uoruidxzj
1,tolol ngajak njs
1,tolol anjing air menang bangsat
1,wkwk tahi luas laut tolol
1,tolol banget bubar
1,wkwk sok pintar nih orang buka dungu untung modal tolol
1,akwowkwkwok mantap tolol hibur kayak ucup jotos canda tolol jamet ucup disayangk beda treatment
1,tolol literally interaksi doang ya dua tolol banget argumen ngang ngong doang
1,sih tua bangka otak dasar asumsi ya fakta nya goblok bikin ikut tolol makan makan haram ya
1,gampang guru era sjw tolol
1,tolol banget
1,baca tolol
1,ya bagus tolol rokok kelas kayak adab
1,kasihan ya tolol
1,tolol banget anjir orang percaya sumber media instagram kredibel haha
1,david juang hidup ag lemah imun gaya tolol
1,kadrun tolol kepala kosong isi kayak
1,aulia tolol
1,urus cinta tolol ceunah
1,sumpah orang tolol dna
1,kasihan depresi ya tolol xixi
0,lato lato laki laki tolol lato lato tolol rocky gerung susah perempuan part by najwa shihab official youtube channel
1,tidak jelas banget tolol kesal banget gue orang
1,tolol pelihara
1,by the way keluarga goku cengengesan tolol dunia
1,wkwk copy paste doang tolol ya
1,opini orang beda situ maki alay tolol nih
1,truck batu bara tolol
1,more like tolol redflag akar nya ah oke beli kena stockholm sindrom
1,apa jawab bong tolol anies teebukti korupsi fitnah anies sadar bong basi rusak reputasi anies dasar bego rakyat cerdas dasar bego tolol
1,ha tolol
1,alay opini orang beda wkwk coba baca rep tolol haha tolol tolol tolol
1,deh biasa tolol
1,tolol decul
1,tolol t cowok yoouvvufq
1,orang tolol up sih orang ekspektasi ideal hidup penuh kecewa hidup
1,malas etik gendut clue jawab tolol
1,sumpah tolol banget greget gue
1,nih orang tolol nekad t cowok cpfmniseev
1,tolol opini orang beda wkwk coba baca rep video macam direupload mafiawasit bilang alay haha alay alay alay
1,tolol maling meme goblok
1,suporter tolol anjing
1,tua tolol kasih tau marah bego habis
1,tolol
1,tolol t cowok wlqenu
1,lucu bayang diorg cuci teruja natural killer letup cerita dakwat salut duit nih pecah duit kotor kalah ya dasar tolol
0,kadang bilang hati oke akanblg cut off pas orang ambyar pasang muka melas hadoh tolol
1,tag bang nih akun tolol ya
1,terkadang benar indah keras intansi didik iya murid sableng tolol otak dilembekin ngelunjak main fisik lapor lindung balik ham memanusikan manusia manusia kayak tolol
1,komen tolol
1,gagal ayah rumah supermewah rubiccon harley kasihan anak lapar kayak anak tolol by the way cek anak keluarga problematik kasih makan duit haram ya kali korup
1,aneh generasi bangsa datang nafsu kuasa dukung tolol
1,gue mobil banjir jakarta praktis tolol tinggal jakarta angkut kota angkut bsd alsut karawaci curug bong gasanggup cicil rumah di jakarta
1,fake datingnya tuhan kocak banget deserve oscar nominasi dracin tolol komedi
1,baca wajar narasi twit tolol model tukanghoax eh asa pintar tolol lewat kunyuk
1,fansite dikon blok pancene mbokniancok benar tolol
1,sok banget kejar cerita mana teman gue model wkwk malu tolol nyerita biar kata laku lihat media sosial gue ajang saing kali ya iyasih beda gue norak tau malu tau tidak usah rupa coba minus wkwk
1,salah orang tua tolol anak ngejbalay
1,tahi anjng goblok tolol tipikal bawa bawa profesi
1,tolol deh etik
1,bangga tolol
1,suka demo suka aksi suka nganjam bantai bunuh kafir kafir orang suka tuduh partai komunis indonesia kadrun tolol
1,tolol bawa propesi usaha kang somay mata rendah
1,tolol pelihara diam ketimbang sok tau main ambil video orang izin
1,tolol diam
1,hidup dunia banget orang tolol liar
1,cowok homo ya cowok straight inti tolol ya tolol tidak usah dikaitin sexuality
1,kayak lihat orang tolol debat wkskwkw
0,manusia binatang minim literasi kayak bahan ngmong tolol bodoh elaah ajar prof google kah
1,maklum bro bikin sim pakai tes intelligence quotient mending pakai psikotes orang gila bawa kendara orang tolol jaring
0,gin doang argumen modal ngmong latah tolol bodoh elaah sjw tomlol sumber wiki maki orang wkwk
1,woi tolol infa t cowok cmksdahwm
1,inj warga puja korea pop tolol
1,wkwkwkak dasar anak tolol
1,aduh tolol pelihara dasar sipenji
1,apa sih anjing cewek tolol
1,iya tolol pelihara
1,oh maaf guys tolol
1,tidak boleh bilang tolol ih
1,tolol teliti logis ya masuk sekolah jam jabat manut
1,maki orang maki gue tolol bego pikir argumen gue salah situasi di sana ya gue komentar gue lihat foto
1,gitasav selesai bullying indonesia mbak kayak turun turun kayak tradisi turun populasi indonesia pintar populasi tolol anak
1,scam tolol
1,guru tolol kayak murid tolol naruh jembut di bawah mulut
1,haha hihi tertawa ketiwi pas kasih tau kakak jay keita matthew masuk screaming silence pas tau matthew peringkat eh sih tolol menang pas kasih tau yugeng lolos
1,iya habis nge cek spicles nih sih malu malu he khusus makan berita folkative akun akun tolol banget coy diketawain negara tetangga wkwk
1,bapak tolol anak mesum
1,mjb bang ngrespon orang tolol gue perhati stan komen tolol gue tertawa mulu stan koar banyak kayak wawas
1,wkwk tolol banget bawa benzema minimal pikir dodolovers idiot pakai blok madrid squad latih unggul psg squadnya timpang prestasi tim klaim prestasi individu lawak
0,weh act of service tolol
1,liga tolol tonton
1,nya dengki tertawa tolol ya kadrun nista teteak anis keren dengar for e untung tau utang kadrun pura bego pura budek pura buta pura mampus
1,malu buka bodoh bangsat sambung tolol
1,ih tolol ya anjing
1,gue nugas gue prestasi gue pasif introvert tidak bisa sosial boros atur tolol buyan sengak lolo gue orang guna dunia gue beban gue bodoh gue hidup tolong bunuh gue baca
1,haha makan tolol supir angkut kota kecuali anjing
1,tolol anjing flo
0,gara gara nenek nenek turun kebayoran transit mana habis blabalabla bahasa gue reng sih kayak kata goblok tolol dan lain lain kenceng
0,tolol makan
0,iya tolol ya wkwk
0,makan tolol
1,gelar doktor tolol
1,tolol
1,skip bang ditangkep pasu seragam coklat tolol
1,mnyet prank staffnya suruh hui pakai headpiecenya native american orang ribut ca amp ofc hater tolol manfaat hate post screenshoot misleading video nyaman banget bilang nih serius staffnya
1,tolol nih kirim
1,pura diam kayak orang tolol
1,sikap bijak anggap keras warganet tolol
1,keti tolol nder
1,rokok kelas bandel ketaker bos tawan bocah cilik tengil doang rokok kelas pakai botol asepnya buang botol bandel adab utama tolol
1,wkwk tolol banget
1,gubernur laiskodat tolol
1,tolol jabat rejim negeri
1,aduh orang kayak nya tamat sekolah dasar deh tolol kali
1,iya dasar tolol lu banyak makan tahi bebek
1,februari tolol ah
1,orang tolol tambah hari
0,kali kali bilang ucup tolol bego banget anjing sih ucup konyol kayak erti ucup ngehibur biasa sedih datenglah piko ucup benar konyol
0,mnyet tolol banget sih ikut survival mnyet
1,twitter orang tolol cari perhati ya
0,cocok gumam pisau robek celana jeans ikat pinggang kulit warna nada buat jatuh lantai joshua marah usaha tendang nial buat jatuh tergelebak tolol nial pandan rendah
1,jaman ya bawa profesi orang tolol
0,tolol
1,ih tolol banget sapa cari perhati kontol
1,tolol sih kak sok tau banget sinarmas kayak kali lipat hybe siminvest anak usaha tolol sok tau tau siminvest gerak bidang investor indonesia awam investasi an
1,bocah tolol
1,kadrun tolol kepala isi tahi yaman tau manfaat cawat cawat
1,mohon maaf cowok gondrong pakai bando normal alas nya cowok pakai anting normal pakai rok mini tolol
1,tolol ya anjing bulol
1,well era boehly bagus rombak habis amp bikin proyek jangka ya tolol pilih latih proyek jangka panjang
1,tolol
1,orang goblok bin tolol tau manfaat otak tahi onta sih
1,tolol banget asli gepuk biar waras gila
1,bicara orang tolol serah percaya
1,tolol ih
1,ditekenin cewek sih ngentot di luar nikah ya fuck orang enak ya kayak mabuk tonton bokep dosa ya enak tolol ditekenin cowok pakai kondom cewek konsumsi pil kb apakek
1,tau orang tinggal ibu kota tolol pas nge manajemen event kayak ya
0,gue libur minggu sakit libur aduh tolol
1,hubung korelasi tolol
1,flop tolol gara nendang flop tolol
1,gubernur tolol pola pikir cih
1,cek direct message tolol
1,handphone streaming nct mulu kerja ilmu parenting free internet tolol berani pamer heran warga wakanda
1,jam siang gerakanya tolol
1,bicara tolol buzzernya anis perata roda ekonomi kalimantan di sana gerombol kadrun spesies
0,suka the point dongok ya dongok tolol ya tolol pas lihat video kayak ilokanku wkwk
1,tolol bego pasu flop hina sok keras gue injek leher mending streaming lagu idola busyuk mampus telinga pecah congean jijik banget pasu flop sampah dasar t cowok gukhiokza
0,tolol wajar nikah nikah trgantung kesiap orang sih kak
0,ya bicara nder mesti tolol tololin ya sudah tidak apa apa anggap seleksi alam and then will find another and be just fine bout that lemme hug t cowok kixkjbugh
1,nama stadion sepak bola tolol stadium konser panggung
0,ow tolong tolol
1,yaelah sih tolol kira benar fan benzema pakai skin doang wkakwkwkkwkw dodolopers tolol lahir pantat mending urus kurma gurun arab t cowok mlfvnipfgz
1,tolol nya utang percaya jabat percaya rangkap jabat percaya impor percaya t percaya esemka percaya sumbang t akiditio percaya fake chat ibhrs percaya front bela islam teroris percaya tolol unlimited bong
1,ha orang tolol bisa nyeret gila gila orang biadab
1,even gue tolol saham mending pilih diam deh ikut
1,minimal tau kenal dunia daerah daerah doang kalah tanding ngamokk gilir tanding salah nge booking duluan ya orang sakit tolol obat
1,tolol coba tonton saranae siblor goblok vin random banget horor
1,sok tau bego banget ajar atur taaruf sok sok an banding banding pacar tolol
1,media tolol ya jepang
0,min tele
1,receh banget ngipasin begitu asli budak gue bayar ngipasin parah tolol ngipasin
1,sih tolol
1,tolol gratis borong bebal banget bilang heran
1,banget salah blackpink coba cek akun official isi komentar ngabers tolol sumbu pendek maaf marah benar kesal banget
1,nya suruh orang sekolah benarr dasar bot tolol
1,alah puter omong cebong tolol percaya ucap panitia orang partai demokrasi indonesia juang diam munafik
1,tidak apa apa tiba tiba kesal senju sibling tolol bego
1,anjing sumpag tolol duit beli gerobak jual goreng faedah beli gerobak tolol
1,ya tuhan orang tolol eyel banget ya orang salah stadion guys booking tahun ribet tahi
1,tak tau slhmu tolol tololin saran sih wajar yhh coba fokus karir bahagia cari bong berlian nder
1,kocak banget nih orang suka tonton bola bikin pendat tolol dasar orang tua
1,maaf banget orang bilang barcodenya tutup kak bebal banget tolol
1,tolol
1,gue tolol dafin istri kayak suka lonte main nomer oliv begoo depan diemnya oliv tebak iya
1,for tolol apa sih nih etik enggak bisa
1,kasihan banget tolol bingung
1,bocah tua tolol cari perhati haha
1,sinting suami setan status ldr ngelunjak anak tolol
1,tolol berengsek egois wkajshdhehdh
1,tolol nya ampun sih wkwk
1,twit tolol abad pacar orang pura pura pacar langsung nikah dikenalin lihat sifat asli kayak beli buah tau busuk beli buah luar bagus pas belah dalam ulat nalar
1,hem butotol budak cinta tolol total
1,kurleb cocok udin pentol udara dingin cinta tolol
1,tolol
1,ya tolol rokok kelas
1,tolol paham
1,bocah tolol
1,jauh aneh ya asa gue tidak ada sama sekali cewek tidak suka circle kocak ya anjir bestie gue tolol iya iya suruh jauh diam dieman lumayan
1,cewek tolol
1,tolol uda tidak usah interaksi gue
1,tolol sapi
1,sih rudiger ng tolol bang wkwk
0,aulia anak tolol
0,bebek nasi ayam
1,lucu apa tolol meme ngeledek
1,gue bilang tolol anjing
1,panitia laksana bola indonesia tolol
1,orang tolol debat sehat blokir sampah
